* Project:       hupsel
* File content:  specified output data of SWAP
* File name:     hupselbrook/rswap/result_output_tz.csv
* Model version: Swap 4.2.0
* Generated at:  2023-04-21 10:03:40
*,(cm),(cm),(cm3/cm3),(g/cm3 w)
DATE,DEPTH,H,WC,CONC
2003-09-30,-65.000,-8.20521E+01, 2.03788E-01, 2.09208E+00
2003-09-30,-75.000,-7.15772E+01, 2.21859E-01, 3.10042E+00
2003-09-30,-85.000,-6.12719E+01, 2.42596E-01, 4.64372E+00
2003-09-30,-95.000,-5.11016E+01, 2.66229E-01, 6.92832E+00
2003-09-30,-105.000,-4.10176E+01, 2.92662E-01, 1.00085E+01
2003-09-30,-115.000,-3.09818E+01, 3.20924E-01, 1.32976E+01
2003-09-30,-125.000,-2.09693E+01, 3.48384E-01, 1.50802E+01
2003-09-30,-135.000,-1.09663E+01, 3.70146E-01, 1.36080E+01
2003-09-30,-145.000,-9.66118E-01, 3.79910E-01, 9.41257E+00
2003-09-30,-155.000, 9.03388E+00, 3.80000E-01, 4.91124E+00
2003-09-30,-165.000, 1.90339E+01, 3.80000E-01, 1.87277E+00
2003-09-30,-175.000, 2.90339E+01, 3.80000E-01, 4.93328E-01
2003-09-30,-185.000, 3.90339E+01, 3.80000E-01, 8.03941E-02
2003-09-30,-195.000, 4.90339E+01, 3.80000E-01, 6.11965E-03
2003-10-31,-.500,-9.09446E+01, 2.52225E-01, 2.66864E-02
2003-10-31,-1.500,-9.21466E+01, 2.50980E-01, 3.13502E-02
2003-10-31,-2.500,-9.32987E+01, 2.49803E-01, 3.56352E-02
2003-10-31,-3.500,-9.43871E+01, 2.48706E-01, 3.94796E-02
2003-10-31,-4.500,-9.54008E+01, 2.47697E-01, 4.29978E-02
2003-10-31,-5.500,-9.63299E+01, 2.46782E-01, 4.64299E-02
2003-10-31,-6.500,-9.71658E+01, 2.45968E-01, 5.00312E-02
2003-10-31,-7.500,-9.79014E+01, 2.45258E-01, 5.39761E-02
2003-10-31,-8.500,-9.85314E+01, 2.44654E-01, 5.83380E-02
2003-10-31,-9.500,-9.90521E+01, 2.44159E-01, 6.31398E-02
2003-10-31,-12.500,-1.00320E+02, 2.42964E-01, 7.89539E-02
2003-10-31,-17.500,-9.97487E+01, 2.43500E-01, 1.22319E-01
2003-10-31,-22.500,-9.73536E+01, 2.45786E-01, 1.80443E-01
2003-10-31,-27.500,-9.39764E+01, 2.49118E-01, 2.51377E-01
2003-10-31,-32.500,-9.00260E+01, 1.91800E-01, 3.27280E-01
2003-10-31,-37.500,-8.57917E+01, 1.97990E-01, 4.16472E-01
2003-10-31,-42.500,-8.14474E+01, 2.04756E-01, 5.19607E-01
2003-10-31,-47.500,-7.70150E+01, 2.12125E-01, 6.40517E-01
2003-10-31,-52.500,-7.24961E+01, 2.20158E-01, 7.85004E-01
2003-10-31,-57.500,-6.78911E+01, 2.28919E-01, 9.61297E-01
2003-10-31,-65.000,-6.08331E+01, 2.43550E-01, 1.28788E+00
2003-10-31,-75.000,-5.11826E+01, 2.66028E-01, 2.03760E+00
2003-10-31,-85.000,-4.13576E+01, 2.91729E-01, 3.31827E+00
2003-10-31,-95.000,-3.14334E+01, 3.19641E-01, 5.42349E+00
2003-10-31,-105.000,-2.14603E+01, 3.47121E-01, 8.58127E+00
2003-10-31,-115.000,-1.14670E+01, 3.69289E-01, 1.23665E+01
2003-10-31,-125.000,-1.46754E+00, 3.79797E-01, 1.48381E+01
2003-10-31,-135.000, 8.53246E+00, 3.80000E-01, 1.36455E+01
2003-10-31,-145.000, 1.85325E+01, 3.80000E-01, 9.41401E+00
2003-10-31,-155.000, 2.85325E+01, 3.80000E-01, 4.91124E+00
2003-10-31,-165.000, 3.85325E+01, 3.80000E-01, 1.87277E+00
2003-10-31,-175.000, 4.85325E+01, 3.80000E-01, 4.93328E-01
2003-10-31,-185.000, 5.85325E+01, 3.80000E-01, 8.03941E-02
2003-10-31,-195.000, 6.85325E+01, 3.80000E-01, 6.11965E-03
2003-11-30,-.500,-1.01524E+02, 2.41846E-01, 9.91856E-03
2003-11-30,-1.500,-1.00791E+02, 2.42525E-01, 1.12608E-02
2003-11-30,-2.500,-1.00053E+02, 2.43214E-01, 1.29631E-02
2003-11-30,-3.500,-9.93108E+01, 2.43913E-01, 1.50309E-02
2003-11-30,-4.500,-9.85640E+01, 2.44623E-01, 1.72335E-02
2003-11-30,-5.500,-9.78130E+01, 2.45343E-01, 1.95513E-02
2003-11-30,-6.500,-9.70582E+01, 2.46072E-01, 2.20218E-02
2003-11-30,-7.500,-9.62998E+01, 2.46812E-01, 2.46673E-02
2003-11-30,-8.500,-9.55382E+01, 2.47561E-01, 2.75006E-02
2003-11-30,-9.500,-9.47738E+01, 2.48320E-01, 3.05320E-02
2003-11-30,-12.500,-9.24605E+01, 2.50658E-01, 4.02485E-02
2003-11-30,-17.500,-8.85869E+01, 2.54720E-01, 6.37058E-02
2003-11-30,-22.500,-8.47012E+01, 2.58991E-01, 9.61091E-02
2003-11-30,-27.500,-8.08026E+01, 2.63490E-01, 1.37842E-01
2003-11-30,-32.500,-7.66379E+01, 2.12775E-01, 1.85496E-01
2003-11-30,-37.500,-7.22847E+01, 2.20547E-01, 2.47431E-01
2003-11-30,-42.500,-6.78432E+01, 2.29013E-01, 3.26456E-01
2003-11-30,-47.500,-6.33072E+01, 2.38250E-01, 4.25646E-01
2003-11-30,-52.500,-5.86785E+01, 2.48318E-01, 5.48987E-01
2003-11-30,-57.500,-5.39647E+01, 2.59253E-01, 7.02080E-01
2003-11-30,-65.000,-4.67612E+01, 2.77271E-01, 9.88288E-01
2003-11-30,-75.000,-3.69630E+01, 3.03950E-01, 1.64963E+00
2003-11-30,-85.000,-2.70455E+01, 3.32030E-01, 2.84667E+00
2003-11-30,-95.000,-1.70718E+01, 3.57879E-01, 4.94002E+00
2003-11-30,-105.000,-7.07689E+00, 3.75705E-01, 8.22940E+00
2003-11-30,-115.000, 2.92311E+00, 3.80000E-01, 1.22539E+01
2003-11-30,-125.000, 1.29231E+01, 3.80000E-01, 1.48367E+01
2003-11-30,-135.000, 2.29231E+01, 3.80000E-01, 1.36455E+01
2003-11-30,-145.000, 3.29231E+01, 3.80000E-01, 9.41401E+00
2003-11-30,-155.000, 4.29231E+01, 3.80000E-01, 4.91124E+00
2003-11-30,-165.000, 5.29231E+01, 3.80000E-01, 1.87277E+00
2003-11-30,-175.000, 6.29231E+01, 3.80000E-01, 4.93328E-01
2003-11-30,-185.000, 7.29231E+01, 3.80000E-01, 8.03941E-02
2003-11-30,-195.000, 8.29231E+01, 3.80000E-01, 6.11965E-03
2003-12-31,-.500,-6.31983E+01, 2.86931E-01, 1.59848E-03
2003-12-31,-1.500,-6.21938E+01, 2.88447E-01, 1.85570E-03
2003-12-31,-2.500,-6.12054E+01, 2.89959E-01, 2.16389E-03
2003-12-31,-3.500,-6.02324E+01, 2.91469E-01, 2.50645E-03
2003-12-31,-4.500,-5.92738E+01, 2.92976E-01, 2.88865E-03
2003-12-31,-5.500,-5.83288E+01, 2.94483E-01, 3.31363E-03
2003-12-31,-6.500,-5.73964E+01, 2.95990E-01, 3.78456E-03
2003-12-31,-7.500,-5.64758E+01, 2.97498E-01, 4.30461E-03
2003-12-31,-8.500,-5.55661E+01, 2.99008E-01, 4.87698E-03
2003-12-31,-9.500,-5.46666E+01, 3.00521E-01, 5.50495E-03
2003-12-31,-12.500,-5.19849E+01, 3.05150E-01, 7.56560E-03
2003-12-31,-17.500,-4.77047E+01, 3.12925E-01, 1.32702E-02
2003-12-31,-22.500,-4.35095E+01, 3.21035E-01, 2.21170E-02
2003-12-31,-27.500,-3.93272E+01, 3.29628E-01, 3.51723E-02
2003-12-31,-32.500,-3.47269E+01, 3.10273E-01, 5.37319E-02
2003-12-31,-37.500,-2.99863E+01, 3.23751E-01, 8.14784E-02
2003-12-31,-42.500,-2.52081E+01, 3.37114E-01, 1.22729E-01
2003-12-31,-47.500,-2.03937E+01, 3.49848E-01, 1.83124E-01
2003-12-31,-52.500,-1.55464E+01, 3.61284E-01, 2.69947E-01
2003-12-31,-57.500,-1.06704E+01, 3.70638E-01, 3.92461E-01
2003-12-31,-65.000,-3.30966E+00, 3.79011E-01, 6.46678E-01
2003-12-31,-75.000, 6.54473E+00, 3.80000E-01, 1.27235E+00
2003-12-31,-85.000, 1.64206E+01, 3.80000E-01, 2.44480E+00
2003-12-31,-95.000, 2.63069E+01, 3.80000E-01, 4.54362E+00
2003-12-31,-105.000, 3.62034E+01, 3.80000E-01, 7.84428E+00
2003-12-31,-115.000, 4.61104E+01, 3.80000E-01, 1.18763E+01
2003-12-31,-125.000, 5.60276E+01, 3.80000E-01, 1.46159E+01
2003-12-31,-135.000, 6.59552E+01, 3.80000E-01, 1.37212E+01
2003-12-31,-145.000, 7.58932E+01, 3.80000E-01, 9.67161E+00
2003-12-31,-155.000, 8.58415E+01, 3.80000E-01, 5.14526E+00
2003-12-31,-165.000, 9.58001E+01, 3.80000E-01, 2.00093E+00
2003-12-31,-175.000, 1.05769E+02, 3.80000E-01, 5.37509E-01
2003-12-31,-185.000, 1.15748E+02, 3.80000E-01, 8.93122E-02
2003-12-31,-195.000, 1.25738E+02, 3.80000E-01, 6.93044E-03
2004-01-31,-.500,-3.58709E+01, 3.37126E-01, 2.24319E-04
2004-01-31,-1.500,-3.62033E+01, 3.36389E-01, 2.70746E-04
2004-01-31,-2.500,-3.65282E+01, 3.35672E-01, 3.23849E-04
2004-01-31,-3.500,-3.68435E+01, 3.34979E-01, 3.84388E-04
2004-01-31,-4.500,-3.71468E+01, 3.34316E-01, 4.53221E-04
2004-01-31,-5.500,-3.74355E+01, 3.33687E-01, 5.31306E-04
2004-01-31,-6.500,-3.77073E+01, 3.33097E-01, 6.19705E-04
2004-01-31,-7.500,-3.79598E+01, 3.32551E-01, 7.19577E-04
2004-01-31,-8.500,-3.81903E+01, 3.32054E-01, 8.32164E-04
2004-01-31,-9.500,-3.83966E+01, 3.31611E-01, 9.58767E-04
2004-01-31,-12.500,-3.89666E+01, 3.30393E-01, 1.38460E-03
2004-01-31,-17.500,-3.90457E+01, 3.30225E-01, 2.61691E-03
2004-01-31,-22.500,-3.82036E+01, 3.32026E-01, 4.67796E-03
2004-01-31,-27.500,-3.65208E+01, 3.35689E-01, 7.99026E-03
2004-01-31,-32.500,-3.28529E+01, 3.15601E-01, 1.30443E-02
2004-01-31,-37.500,-2.85230E+01, 3.27887E-01, 2.08992E-02
2004-01-31,-42.500,-2.39836E+01, 3.40446E-01, 3.28766E-02
2004-01-31,-47.500,-1.93000E+01, 3.52575E-01, 5.08794E-02
2004-01-31,-52.500,-1.45187E+01, 3.63460E-01, 7.75345E-02
2004-01-31,-57.500,-9.67208E+00, 3.72217E-01, 1.16177E-01
2004-01-31,-65.000,-2.32641E+00, 3.79502E-01, 1.96970E-01
2004-01-31,-75.000, 7.52018E+00, 3.80000E-01, 4.34104E-01
2004-01-31,-85.000, 1.73867E+01, 3.80000E-01, 9.30158E-01
2004-01-31,-95.000, 2.72643E+01, 3.80000E-01, 1.92598E+00
2004-01-31,-105.000, 3.71531E+01, 3.80000E-01, 3.78402E+00
2004-01-31,-115.000, 4.70529E+01, 3.80000E-01, 6.75884E+00
2004-01-31,-125.000, 5.69639E+01, 3.80000E-01, 1.03230E+01
2004-01-31,-135.000, 6.68861E+01, 3.80000E-01, 1.26687E+01
2004-01-31,-145.000, 7.68193E+01, 3.80000E-01, 1.19718E+01
2004-01-31,-155.000, 8.67637E+01, 3.80000E-01, 8.49474E+00
2004-01-31,-165.000, 9.67192E+01, 3.80000E-01, 4.39017E+00
2004-01-31,-175.000, 1.06686E+02, 3.80000E-01, 1.56410E+00
2004-01-31,-185.000, 1.16664E+02, 3.80000E-01, 3.44080E-01
2004-01-31,-195.000, 1.26652E+02, 3.80000E-01, 3.52753E-02
2004-02-29,-.500,-7.45714E+01, 2.71164E-01, 1.79256E-04
2004-02-29,-1.500,-7.33507E+01, 2.72743E-01, 1.68617E-04
2004-02-29,-2.500,-7.21446E+01, 2.74327E-01, 1.77866E-04
2004-02-29,-3.500,-7.09528E+01, 2.75919E-01, 1.98833E-04
2004-02-29,-4.500,-6.97752E+01, 2.77517E-01, 2.25911E-04
2004-02-29,-5.500,-6.86115E+01, 2.79121E-01, 2.56486E-04
2004-02-29,-6.500,-6.74613E+01, 2.80732E-01, 2.89909E-04
2004-02-29,-7.500,-6.63246E+01, 2.82349E-01, 3.26380E-04
2004-02-29,-8.500,-6.52007E+01, 2.83973E-01, 3.66361E-04
2004-02-29,-9.500,-6.40894E+01, 2.85605E-01, 4.10290E-04
2004-02-29,-12.500,-6.08023E+01, 2.90582E-01, 5.54800E-04
2004-02-29,-17.500,-5.55783E+01, 2.98988E-01, 9.79601E-04
2004-02-29,-22.500,-5.05654E+01, 3.07674E-01, 1.68929E-03
2004-02-29,-27.500,-4.56931E+01, 3.16751E-01, 2.84848E-03
2004-02-29,-32.500,-4.08022E+01, 2.93254E-01, 4.70286E-03
2004-02-29,-37.500,-3.59017E+01, 3.06945E-01, 7.65704E-03
2004-02-29,-42.500,-3.10041E+01, 3.20861E-01, 1.22016E-02
2004-02-29,-47.500,-2.61008E+01, 3.34655E-01, 1.90726E-02
2004-02-29,-52.500,-2.11874E+01, 3.47825E-01, 2.92489E-02
2004-02-29,-57.500,-1.62622E+01, 3.59711E-01, 4.39217E-02
2004-02-29,-65.000,-8.84946E+00, 3.73422E-01, 7.43486E-02
2004-02-29,-75.000, 1.06624E+00, 3.80000E-01, 1.70557E-01
2004-02-29,-85.000, 1.10006E+01, 3.80000E-01, 3.95806E-01
2004-02-29,-95.000, 2.09404E+01, 3.80000E-01, 8.97956E-01
2004-02-29,-105.000, 3.08856E+01, 3.80000E-01, 1.94773E+00
2004-02-29,-115.000, 4.08364E+01, 3.80000E-01, 3.90956E+00
2004-02-29,-125.000, 5.07926E+01, 3.80000E-01, 6.89644E+00
2004-02-29,-135.000, 6.07543E+01, 3.80000E-01, 1.00751E+01
2004-02-29,-145.000, 7.07215E+01, 3.80000E-01, 1.15922E+01
2004-02-29,-155.000, 8.06941E+01, 3.80000E-01, 1.01142E+01
2004-02-29,-165.000, 9.06722E+01, 3.80000E-01, 6.44103E+00
2004-02-29,-175.000, 1.00656E+02, 3.80000E-01, 2.82604E+00
2004-02-29,-185.000, 1.10645E+02, 3.80000E-01, 7.64801E-01
2004-02-29,-195.000, 1.20639E+02, 3.80000E-01, 9.63553E-02
2004-03-31,-.500,-9.56219E+01, 2.47478E-01, 4.57896E-04
2004-03-31,-1.500,-9.40595E+01, 2.49035E-01, 4.07217E-04
2004-03-31,-2.500,-9.24622E+01, 2.50656E-01, 3.88974E-04
2004-03-31,-3.500,-9.08369E+01, 2.52337E-01, 3.92361E-04
2004-03-31,-4.500,-8.91903E+01, 2.54074E-01, 4.10795E-04
2004-03-31,-5.500,-8.75286E+01, 2.55863E-01, 4.40154E-04
2004-03-31,-6.500,-8.58572E+01, 2.57699E-01, 4.77852E-04
2004-03-31,-7.500,-8.41812E+01, 2.59579E-01, 5.22302E-04
2004-03-31,-8.500,-8.25051E+01, 2.61498E-01, 5.72590E-04
2004-03-31,-9.500,-8.08329E+01, 2.63454E-01, 6.28261E-04
2004-03-31,-12.500,-7.59274E+01, 2.69441E-01, 8.11011E-04
2004-03-31,-17.500,-6.79979E+01, 2.79977E-01, 1.25863E-03
2004-03-31,-22.500,-6.06167E+01, 2.90870E-01, 1.92124E-03
2004-03-31,-27.500,-5.38248E+01, 3.01954E-01, 2.94738E-03
2004-03-31,-32.500,-4.80642E+01, 2.73899E-01, 4.56472E-03
2004-03-31,-37.500,-4.26842E+01, 2.88114E-01, 7.02646E-03
2004-03-31,-42.500,-3.74448E+01, 3.02595E-01, 1.08400E-02
2004-03-31,-47.500,-3.22995E+01, 3.17176E-01, 1.66403E-02
2004-03-31,-52.500,-2.72160E+01, 3.31554E-01, 2.52431E-02
2004-03-31,-57.500,-2.21715E+01, 3.45269E-01, 3.76307E-02
2004-03-31,-65.000,-1.46426E+01, 3.63203E-01, 6.31156E-02
2004-03-31,-75.000,-4.64098E+00, 3.78095E-01, 1.42892E-01
2004-03-31,-85.000, 5.35460E+00, 3.80000E-01, 3.32375E-01
2004-03-31,-95.000, 1.53510E+01, 3.80000E-01, 7.66634E-01
2004-03-31,-105.000, 2.53477E+01, 3.80000E-01, 1.69535E+00
2004-03-31,-115.000, 3.53447E+01, 3.80000E-01, 3.47927E+00
2004-03-31,-125.000, 4.53421E+01, 3.80000E-01, 6.30272E+00
2004-03-31,-135.000, 5.53397E+01, 3.80000E-01, 9.50421E+00
2004-03-31,-145.000, 6.53378E+01, 3.80000E-01, 1.13351E+01
2004-03-31,-155.000, 7.53361E+01, 3.80000E-01, 1.02762E+01
2004-03-31,-165.000, 8.53348E+01, 3.80000E-01, 6.80619E+00
2004-03-31,-175.000, 9.53338E+01, 3.80000E-01, 3.10643E+00
2004-03-31,-185.000, 1.05333E+02, 3.80000E-01, 8.74445E-01
2004-03-31,-195.000, 1.15333E+02, 3.80000E-01, 1.14578E-01
2004-04-30,-.500,-1.29447E+02, 2.19555E-01, 1.28539E-03
2004-04-30,-1.500,-1.26720E+02, 2.21465E-01, 1.19368E-03
2004-04-30,-2.500,-1.23990E+02, 2.23429E-01, 1.21830E-03
2004-04-30,-3.500,-1.21270E+02, 2.25438E-01, 1.30553E-03
2004-04-30,-4.500,-1.18572E+02, 2.27485E-01, 1.42190E-03
2004-04-30,-5.500,-1.15906E+02, 2.29564E-01, 1.54966E-03
2004-04-30,-6.500,-1.13278E+02, 2.31670E-01, 1.68121E-03
2004-04-30,-7.500,-1.10693E+02, 2.33799E-01, 1.81432E-03
2004-04-30,-8.500,-1.08155E+02, 2.35946E-01, 1.94891E-03
2004-04-30,-9.500,-1.05667E+02, 2.38110E-01, 2.08570E-03
2004-04-30,-12.500,-9.85762E+01, 2.44611E-01, 2.50558E-03
2004-04-30,-17.500,-8.77389E+01, 2.55635E-01, 3.35380E-03
2004-04-30,-22.500,-7.81112E+01, 2.66729E-01, 4.43411E-03
2004-04-30,-27.500,-6.95740E+01, 2.77792E-01, 5.87576E-03
2004-04-30,-32.500,-6.28175E+01, 2.39285E-01, 8.09549E-03
2004-04-30,-37.500,-5.69241E+01, 2.52307E-01, 1.11012E-02
2004-04-30,-42.500,-5.13604E+01, 2.65588E-01, 1.52564E-02
2004-04-30,-47.500,-4.60020E+01, 2.79257E-01, 2.10247E-02
2004-04-30,-52.500,-4.07753E+01, 2.93328E-01, 2.90005E-02
2004-04-30,-57.500,-3.56342E+01, 3.07702E-01, 3.99785E-02
2004-04-30,-65.000,-2.80168E+01, 3.29311E-01, 6.28048E-02
2004-04-30,-75.000,-1.79650E+01, 3.55796E-01, 1.32048E-01
2004-04-30,-85.000,-7.95457E+00, 3.74629E-01, 3.03839E-01
2004-04-30,-95.000, 2.04543E+00, 3.80000E-01, 7.06711E-01
2004-04-30,-105.000, 1.20454E+01, 3.80000E-01, 1.57819E+00
2004-04-30,-115.000, 2.20454E+01, 3.80000E-01, 3.27532E+00
2004-04-30,-125.000, 3.20454E+01, 3.80000E-01, 6.01303E+00
2004-04-30,-135.000, 4.20454E+01, 3.80000E-01, 9.21239E+00
2004-04-30,-145.000, 5.20454E+01, 3.80000E-01, 1.11864E+01
2004-04-30,-155.000, 6.20454E+01, 3.80000E-01, 1.03382E+01
2004-04-30,-165.000, 7.20454E+01, 3.80000E-01, 6.98397E+00
2004-04-30,-175.000, 8.20454E+01, 3.80000E-01, 3.25162E+00
2004-04-30,-185.000, 9.20454E+01, 3.80000E-01, 9.33689E-01
2004-04-30,-195.000, 1.02045E+02, 3.80000E-01, 1.24788E-01
2004-05-31,-.500,-3.06447E+01, 3.49154E-01, 1.12576E-03
2004-05-31,-1.500,-3.19980E+01, 3.45961E-01, 1.35041E-03
2004-05-31,-2.500,-3.34895E+01, 3.42505E-01, 1.59673E-03
2004-05-31,-3.500,-3.51266E+01, 3.38789E-01, 1.86479E-03
2004-05-31,-4.500,-3.69186E+01, 3.34815E-01, 2.15439E-03
2004-05-31,-5.500,-3.88761E+01, 3.30586E-01, 2.46508E-03
2004-05-31,-6.500,-4.10103E+01, 3.26107E-01, 2.79631E-03
2004-05-31,-7.500,-4.33315E+01, 3.21390E-01, 3.14747E-03
2004-05-31,-8.500,-4.58485E+01, 3.16452E-01, 3.51793E-03
2004-05-31,-9.500,-4.85667E+01, 3.11320E-01, 3.90720E-03
2004-05-31,-12.500,-5.87354E+01, 2.93833E-01, 5.13048E-03
2004-05-31,-17.500,-7.49623E+01, 2.70664E-01, 7.33043E-03
2004-05-31,-22.500,-8.40080E+01, 2.59775E-01, 9.49301E-03
2004-05-31,-27.500,-8.29861E+01, 2.60943E-01, 1.18369E-02
2004-05-31,-32.500,-7.72436E+01, 2.11733E-01, 1.48195E-02
2004-05-31,-37.500,-7.04717E+01, 2.23936E-01, 1.83473E-02
2004-05-31,-42.500,-6.38157E+01, 2.37184E-01, 2.31877E-02
2004-05-31,-47.500,-5.75414E+01, 2.50893E-01, 2.96546E-02
2004-05-31,-52.500,-5.16296E+01, 2.64924E-01, 3.82692E-02
2004-05-31,-57.500,-4.60038E+01, 2.79253E-01, 4.98898E-02
2004-05-31,-65.000,-3.79319E+01, 3.01228E-01, 7.39735E-02
2004-05-31,-75.000,-2.76160E+01, 3.30435E-01, 1.41302E-01
2004-05-31,-85.000,-1.75164E+01, 3.56850E-01, 3.04740E-01
2004-05-31,-95.000,-7.49675E+00, 3.75204E-01, 7.06604E-01
2004-05-31,-105.000, 2.50325E+00, 3.80000E-01, 1.57819E+00
2004-05-31,-115.000, 1.25033E+01, 3.80000E-01, 3.27532E+00
2004-05-31,-125.000, 2.25033E+01, 3.80000E-01, 6.01303E+00
2004-05-31,-135.000, 3.25033E+01, 3.80000E-01, 9.21239E+00
2004-05-31,-145.000, 4.25033E+01, 3.80000E-01, 1.11864E+01
2004-05-31,-155.000, 5.25033E+01, 3.80000E-01, 1.03382E+01
2004-05-31,-165.000, 6.25033E+01, 3.80000E-01, 6.98397E+00
2004-05-31,-175.000, 7.25033E+01, 3.80000E-01, 3.25162E+00
2004-05-31,-185.000, 8.25033E+01, 3.80000E-01, 9.33689E-01
2004-05-31,-195.000, 9.25033E+01, 3.80000E-01, 1.24788E-01
2004-06-30,-.500,-1.80525E+02, 1.91072E-01, 6.17832E-03
2004-06-30,-1.500,-1.76792E+02, 1.92781E-01, 5.53989E-03
2004-06-30,-2.500,-1.73071E+02, 1.94531E-01, 5.38638E-03
2004-06-30,-3.500,-1.69373E+02, 1.96321E-01, 5.54992E-03
2004-06-30,-4.500,-1.65709E+02, 1.98146E-01, 5.91741E-03
2004-06-30,-5.500,-1.62086E+02, 2.00002E-01, 6.41392E-03
2004-06-30,-6.500,-1.58513E+02, 2.01887E-01, 6.99045E-03
2004-06-30,-7.500,-1.54996E+02, 2.03796E-01, 7.61597E-03
2004-06-30,-8.500,-1.51538E+02, 2.05729E-01, 8.27077E-03
2004-06-30,-9.500,-1.48145E+02, 2.07680E-01, 8.94288E-03
2004-06-30,-12.500,-1.38531E+02, 2.13535E-01, 1.09878E-02
2004-06-30,-17.500,-1.23730E+02, 2.23618E-01, 1.44242E-02
2004-06-30,-22.500,-1.10655E+02, 2.33830E-01, 1.77278E-02
2004-06-30,-27.500,-9.91375E+01, 2.44078E-01, 2.10871E-02
2004-06-30,-32.500,-8.95952E+01, 1.92412E-01, 2.48785E-02
2004-06-30,-37.500,-8.15962E+01, 2.04517E-01, 2.85714E-02
2004-06-30,-42.500,-7.45375E+01, 2.16462E-01, 3.39495E-02
2004-06-30,-47.500,-6.81303E+01, 2.28449E-01, 4.18085E-02
2004-06-30,-52.500,-6.21628E+01, 2.40678E-01, 5.22718E-02
2004-06-30,-57.500,-5.64989E+01, 2.53288E-01, 6.62098E-02
2004-06-30,-65.000,-4.83733E+01, 2.73106E-01, 9.46540E-02
2004-06-30,-75.000,-3.79873E+01, 3.01073E-01, 1.68557E-01
2004-06-30,-85.000,-2.78364E+01, 3.29817E-01, 3.31822E-01
2004-06-30,-95.000,-1.77887E+01, 3.56212E-01, 7.16287E-01
2004-06-30,-105.000,-7.77908E+00, 3.74853E-01, 1.57819E+00
2004-06-30,-115.000, 2.22092E+00, 3.80000E-01, 3.27532E+00
2004-06-30,-125.000, 1.22209E+01, 3.80000E-01, 6.01303E+00
2004-06-30,-135.000, 2.22209E+01, 3.80000E-01, 9.21239E+00
2004-06-30,-145.000, 3.22209E+01, 3.80000E-01, 1.11864E+01
2004-06-30,-155.000, 4.22209E+01, 3.80000E-01, 1.03382E+01
2004-06-30,-165.000, 5.22209E+01, 3.80000E-01, 6.98397E+00
2004-06-30,-175.000, 6.22209E+01, 3.80000E-01, 3.25162E+00
2004-06-30,-185.000, 7.22209E+01, 3.80000E-01, 9.33689E-01
2004-06-30,-195.000, 8.22209E+01, 3.80000E-01, 1.24788E-01
2004-07-31,-.500,-1.52718E+02, 2.05063E-01, 2.97353E-03
2004-07-31,-1.500,-1.50163E+02, 2.06513E-01, 2.66790E-03
2004-07-31,-2.500,-1.47555E+02, 2.08026E-01, 2.59056E-03
2004-07-31,-3.500,-1.44906E+02, 2.09598E-01, 2.66343E-03
2004-07-31,-4.500,-1.42229E+02, 2.11224E-01, 2.83848E-03
2004-07-31,-5.500,-1.39536E+02, 2.12899E-01, 3.08730E-03
2004-07-31,-6.500,-1.36836E+02, 2.14621E-01, 3.39353E-03
2004-07-31,-7.500,-1.34137E+02, 2.16384E-01, 3.74857E-03
2004-07-31,-8.500,-1.31448E+02, 2.18185E-01, 4.14788E-03
2004-07-31,-9.500,-1.28774E+02, 2.20022E-01, 4.58948E-03
2004-07-31,-12.500,-1.21051E+02, 2.25602E-01, 6.03751E-03
2004-07-31,-17.500,-1.08649E+02, 2.35523E-01, 9.46206E-03
2004-07-31,-22.500,-9.72971E+01, 2.45841E-01, 1.36303E-02
2004-07-31,-27.500,-8.70323E+01, 2.56404E-01, 1.80649E-02
2004-07-31,-32.500,-7.86354E+01, 2.09375E-01, 2.24367E-02
2004-07-31,-37.500,-7.15069E+01, 2.21990E-01, 2.64520E-02
2004-07-31,-42.500,-6.50589E+01, 2.34611E-01, 3.14068E-02
2004-07-31,-47.500,-5.90912E+01, 2.47394E-01, 3.82436E-02
2004-07-31,-52.500,-5.34441E+01, 2.60503E-01, 4.75598E-02
2004-07-31,-57.500,-4.80146E+01, 2.74027E-01, 6.04265E-02
2004-07-31,-65.000,-4.01266E+01, 2.95117E-01, 8.71748E-02
2004-07-31,-75.000,-2.99113E+01, 3.23963E-01, 1.58656E-01
2004-07-31,-85.000,-1.98406E+01, 3.51236E-01, 3.16216E-01
2004-07-31,-95.000,-9.82522E+00, 3.71983E-01, 6.90503E-01
2004-07-31,-105.000, 1.74777E-01, 3.80000E-01, 1.55428E+00
2004-07-31,-115.000, 1.01748E+01, 3.80000E-01, 3.27441E+00
2004-07-31,-125.000, 2.01748E+01, 3.80000E-01, 6.01303E+00
2004-07-31,-135.000, 3.01748E+01, 3.80000E-01, 9.21239E+00
2004-07-31,-145.000, 4.01748E+01, 3.80000E-01, 1.11864E+01
2004-07-31,-155.000, 5.01748E+01, 3.80000E-01, 1.03382E+01
2004-07-31,-165.000, 6.01748E+01, 3.80000E-01, 6.98397E+00
2004-07-31,-175.000, 7.01748E+01, 3.80000E-01, 3.25162E+00
2004-07-31,-185.000, 8.01748E+01, 3.80000E-01, 9.33689E-01
2004-07-31,-195.000, 9.01748E+01, 3.80000E-01, 1.24788E-01
2004-08-31,-.500,-4.55665E+01, 3.16996E-01, 5.33091E-04
